datetime,residential,office,commercial,industrial,367791,31991682,31991685
2022-02-21 21:00:00+00:00,189.3,90.1,789.7,819,205.3,205.3,174.3
2022-02-21 22:00:00+00:00,181.3,119.3,673.1,787.2,164.3,161.3,190.3
2022-02-21 23:00:00+00:00,191.4,79,319.5,776.8,208.4,210.4,211.4
2022-02-22 00:00:00+00:00,173.5,105.4,458.1,879.1,158.5,170.5,182.5
2022-02-22 01:00:00+00:00,192.4,100.9,409.5,778,212.4,210.4,193.4
2022-02-22 02:00:00+00:00,197.4,99.9,430.9,826.7,216.4,196.4,179.4
2022-02-22 03:00:00+00:00,169.2,89.6,439.7,815.7,169.2,175.2,161.2
2022-02-22 04:00:00+00:00,192.9,88.4,427.8,739.1,206.9,197.9,189.9
2022-02-22 05:00:00+00:00,201.4,78.4,359.4,772.8,219.4,210.4,219.4
2022-02-22 06:00:00+00:00,177.1,109.7,559,832.8,174.1,194.1,191.1
2022-02-22 07:00:00+00:00,205.9,86.6,675.2,794.7,194.9,193.9,188.9
2022-02-22 08:00:00+00:00,193.4,522.9,634.8,741.4,191.4,201.4,178.4
2022-02-22 09:00:00+00:00,182.2,464.3,747.2,815.8,171.2,174.2,192.2
2022-02-22 10:00:00+00:00,188.7,589.7,800,776.7,179.7,196.7,197.7
2022-02-22 11:00:00+00:00,194.9,577.2,745.8,817.4,175.9,177.9,212.9
2022-02-22 12:00:00+00:00,190.1,530.2,800,900,196.1,180.1,188.1
2022-02-22 13:00:00+00:00,194.7,568.1,603.5,815.3,174.7,192.7,208.7
2022-02-22 14:00:00+00:00,180.1,503.2,608.9,824.5,179.1,168.1,182.1
2022-02-22 15:00:00+00:00,191.1,538.3,637.5,789.8,171.1,172.1,183.1
2022-02-22 16:00:00+00:00,175.3,573.9,708.5,755.2,168.3,190.3,158.3
2022-02-22 17:00:00+00:00,188.3,512.3,628.1,841,184.3,207.3,199.3
2022-02-22 18:00:00+00:00,180.4,487.2,647.4,775.8,170.4,181.4,198.4
2022-02-22 19:00:00+00:00,182.1,125.2,743.4,790.8,176.1,190.1,164.1
2022-02-22 20:00:00+00:00,201.8,82.3,613.3,871.7,199.8,194.8,212.8
2022-02-22 21:00:00+00:00,200.4,119.8,620.7,786.5,181.4,219.4,190.4
2022-02-22 22:00:00+00:00,195.6,130.5,672.1,848.6,203.6,182.6,188.6
2022-02-22 23:00:00+00:00,178.6,130.7,461.2,815.5,168.6,198.6,176.6
2022-02-23 00:00:00+00:00,186.4,119.8,395.7,777.9,194.4,181.4,198.4
2022-02-23 01:00:00+00:00,201.7,119.4,327.7,813.7,193.7,200.7,205.7
2022-02-23 02:00:00+00:00,191,93.9,338.3,771.3,206,208,197
2022-02-23 03:00:00+00:00,212.8,83.3,409.4,836.2,232.8,199.8,226.8
2022-02-23 04:00:00+00:00,193.6,93,449.8,849.9,193.6,204.6,197.6
2022-02-23 05:00:00+00:00,191.6,66.7,490.8,802,189.6,181.6,188.6
2022-02-23 06:00:00+00:00,186.6,126.9,732.8,853.7,170.6,199.6,205.6
2022-02-23 07:00:00+00:00,191.1,94.3,709.1,806.4,196.1,189.1,190.1
2022-02-23 08:00:00+00:00,188.2,489.2,740.3,836.6,197.2,172.2,186.2
2022-02-23 09:00:00+00:00,196.8,487,681.3,900,178.8,211.8,205.8
2022-02-23 10:00:00+00:00,199.4,506.2,680.8,899,214.4,184.4,193.4
2022-02-23 11:00:00+00:00,182,458.6,575.8,792.7,202,165,179
2022-02-23 12:00:00+00:00,176.5,506,762.5,811.7,192.5,189.5,195.5
2022-02-23 13:00:00+00:00,171.5,522.5,714.8,757.8,188.5,178.5,177.5
2022-02-23 14:00:00+00:00,195,510.5,754.4,831.9,203,181,178
2022-02-23 15:00:00+00:00,178.9,522.9,502.9,815.6,160.9,181.9,174.9
2022-02-23 16:00:00+00:00,168.4,521.7,696.7,769,186.4,149.4,153.4
2022-02-23 17:00:00+00:00,193.8,411.4,640.1,847.5,191.8,200.8,189.8
2022-02-23 18:00:00+00:00,214.9,531.8,800,789.4,208.9,212.9,220.9
2022-02-23 19:00:00+00:00,189.9,84.2,743,779.2,209.9,203.9,173.9
2022-02-23 20:00:00+00:00,198.4,91.8,716.4,816,211.4,216.4,216.4
2022-02-23 21:00:00+00:00,190.8,139.2,669.8,781.4,197.8,171.8,174.8
2022-02-23 22:00:00+00:00,189.1,153.4,727.8,798.7,184.1,209.1,191.1
2022-02-23 23:00:00+00:00,199.3,131.3,381.1,869.9,201.3,205.3,205.3
2022-02-24 00:00:00+00:00,187.2,109.6,346,775.4,170.2,184.2,188.2
2022-02-24 01:00:00+00:00,192.8,93.2,388.1,827,194.8,191.8,178.8
2022-02-24 02:00:00+00:00,193.4,84,383.8,776.7,211.4,190.4,183.4
2022-02-24 03:00:00+00:00,183.5,85.4,443.5,761.1,166.5,179.5,193.5
2022-02-24 04:00:00+00:00,200.1,88.9,388.4,796.7,181.1,207.1,205.1
2022-02-24 05:00:00+00:00,188.4,143,303.9,900,187.4,200.4,171.4
2022-02-24 06:00:00+00:00,182.7,136.1,760.5,831.3,176.7,182.7,185.7
2022-02-24 07:00:00+00:00,195.6,114.9,713.1,818.5,208.6,194.6,202.6
2022-02-24 08:00:00+00:00,181.3,497.4,785.6,779,165.3,192.3,163.3
2022-02-24 09:00:00+00:00,190.6,486.2,722.6,784.6,179.6,171.6,200.6
2022-02-24 10:00:00+00:00,190.2,521.7,699.5,740.7,177.2,194.2,198.2
2022-02-24 11:00:00+00:00,201.2,510.8,716.4,871.8,194.2,192.2,207.2
2022-02-24 12:00:00+00:00,195.1,482.4,573.6,810.8,211.1,198.1,195.1
2022-02-24 13:00:00+00:00,190.1,478,646.3,807.3,192.1,192.1,190.1
2022-02-24 14:00:00+00:00,198.6,444.2,726.1,808.2,182.6,179.6,186.6
2022-02-24 15:00:00+00:00,204.3,549.4,779.8,883.6,185.3,203.3,208.3
2022-02-24 16:00:00+00:00,196,523,661.5,812,195,193,195
2022-02-24 17:00:00+00:00,190.6,545.9,697.1,792.3,199.6,192.6,186.6
2022-02-24 18:00:00+00:00,177.4,484.5,587.9,872,170.4,168.4,171.4
2022-02-24 19:00:00+00:00,179.8,62.5,800,794.8,190.8,164.8,160.8
2022-02-24 20:00:00+00:00,187.5,130.4,778,732.3,181.5,183.5,184.5
2022-02-24 21:00:00+00:00,184.4,80.3,745.6,738.9,182.4,169.4,193.4
2022-02-24 22:00:00+00:00,188.7,81,728.5,792.3,187.7,172.7,180.7
2022-02-24 23:00:00+00:00,191.1,93.4,338.7,811.7,202.1,186.1,172.1
2022-02-25 00:00:00+00:00,195.9,97.8,395.2,832.9,197.9,188.9,214.9
2022-02-25 01:00:00+00:00,189.9,129.2,362.7,763.3,206.9,171.9,202.9
2022-02-25 02:00:00+00:00,195.5,105.4,392,791,189.5,211.5,179.5
2022-02-25 03:00:00+00:00,191.3,111.3,388.5,767.6,199.3,187.3,189.3
2022-02-25 04:00:00+00:00,170.9,105.5,384.3,844.5,159.9,157.9,187.9
2022-02-25 05:00:00+00:00,181.3,104.6,505.4,851.3,173.3,191.3,178.3
2022-02-25 06:00:00+00:00,189.3,106.2,800,878.3,190.3,181.3,197.3
2022-02-25 07:00:00+00:00,178.7,61.3,728.8,814.1,175.7,177.7,166.7
2022-02-25 08:00:00+00:00,196.8,575.3,755.1,874.6,178.8,206.8,201.8
2022-02-25 09:00:00+00:00,206.1,478.1,618.9,772.3,199.1,195.1,189.1
2022-02-25 10:00:00+00:00,203,443,746,808.6,218,214,208
2022-02-25 11:00:00+00:00,188.7,377.1,600.6,757.6,177.7,171.7,183.7
2022-02-25 12:00:00+00:00,205.8,451,561.4,822.9,204.8,190.8,196.8
2022-02-25 13:00:00+00:00,192.4,494.3,750.9,811.4,185.4,189.4,210.4
2022-02-25 14:00:00+00:00,187.5,580,800,701.8,182.5,206.5,178.5
2022-02-25 15:00:00+00:00,184.8,533.7,682.2,844.4,204.8,193.8,195.8
2022-02-25 16:00:00+00:00,187.9,515.3,661.7,834.2,204.9,186.9,196.9
2022-02-25 17:00:00+00:00,187.1,480,800,777.8,167.1,196.1,167.1
2022-02-25 18:00:00+00:00,192.7,470.8,686.4,811.2,184.7,197.7,210.7
2022-02-25 19:00:00+00:00,192.6,99.3,695.4,740.3,173.6,197.6,200.6
2022-02-25 20:00:00+00:00,191,121.4,800,769.2,203,177,202
2022-02-25 21:00:00+00:00,195.4,78.5,675.2,866.8,201.4,175.4,189.4
2022-02-25 22:00:00+00:00,203,113.3,654.2,753.8,218,206,198
2022-02-25 23:00:00+00:00,200.6,100.4,340.6,800.4,209.6,193.6,194.6
2022-02-26 00:00:00+00:00,176.2,105.5,422.9,744.1,192.2,158.2,196.2
2022-02-26 01:00:00+00:00,165.6,119.2,372.1,813.5,176.6,153.6,166.6
2022-02-26 02:00:00+00:00,200.5,74.3,428,822.5,182.5,181.5,190.5
2022-02-26 03:00:00+00:00,177.5,116.2,400.5,829,170.5,187.5,194.5
2022-02-26 04:00:00+00:00,188.9,88.6,390.1,818.7,180.9,180.9,198.9
2022-02-26 05:00:00+00:00,179.5,121.9,417.4,857.1,178.5,197.5,177.5
2022-02-26 06:00:00+00:00,173.2,106.7,760,777.8,165.2,161.2,186.2
2022-02-26 07:00:00+00:00,196.7,95.8,738.6,757.7,203.7,203.7,193.7
2022-02-26 08:00:00+00:00,198.9,504.5,727.6,776.5,214.9,210.9,196.9
2022-02-26 09:00:00+00:00,185.5,485.9,694.9,746.2,169.5,187.5,183.5
2022-02-26 10:00:00+00:00,165.4,506.2,742.7,803.2,177.4,183.4,176.4
2022-02-26 11:00:00+00:00,185.9,522.2,622.1,794.4,191.9,177.9,169.9
2022-02-26 12:00:00+00:00,195.3,521.7,535.6,819.1,212.3,178.3,192.3
2022-02-26 13:00:00+00:00,176.6,462.3,781.3,735.4,196.6,185.6,179.6
2022-02-26 14:00:00+00:00,193.2,443.9,747.2,799.5,177.2,183.2,193.2
2022-02-26 15:00:00+00:00,191.2,600,691.1,848.6,178.2,181.2,187.2
2022-02-26 16:00:00+00:00,197.2,475.8,775.2,822.9,215.2,183.2,212.2
2022-02-26 17:00:00+00:00,192.6,535,648.8,724.2,181.6,196.6,197.6
2022-02-26 18:00:00+00:00,181.7,419.6,650.6,799.5,196.7,182.7,176.7
2022-02-26 19:00:00+00:00,203.4,61.2,640.9,770.7,189.4,193.4,217.4
2022-02-26 20:00:00+00:00,189.9,77.3,739.7,800.5,209.9,188.9,194.9
2022-02-26 21:00:00+00:00,191.2,112.8,589.2,784.8,174.2,195.2,178.2
2022-02-26 22:00:00+00:00,182.2,74.6,646.3,869.6,180.2,166.2,170.2
2022-02-26 23:00:00+00:00,187.1,93.2,523.2,803.4,191.1,184.1,199.1
2022-02-27 00:00:00+00:00,182.7,138.9,300,812.7,174.7,185.7,191.7
2022-02-27 01:00:00+00:00,189.9,99,335.7,798.2,206.9,184.9,192.9
2022-02-27 02:00:00+00:00,208.7,106.9,345.4,819,213.7,206.7,193.7
2022-02-27 03:00:00+00:00,177.9,81.1,489.5,791.3,182.9,169.9,163.9
2022-02-27 04:00:00+00:00,175.5,143.3,367.8,830.9,157.5,171.5,161.5
2022-02-27 05:00:00+00:00,206.4,89.2,412,784.3,221.4,193.4,203.4
2022-02-27 06:00:00+00:00,189.6,95.4,609.3,855.1,170.6,200.6,197.6
2022-02-27 07:00:00+00:00,185,126.3,670.7,819.9,183,200,199
2022-02-27 08:00:00+00:00,202.1,408.3,589.4,793.9,221.1,191.1,220.1
2022-02-27 09:00:00+00:00,185.7,550.9,800,833.7,175.7,172.7,188.7
2022-02-27 10:00:00+00:00,210,435.2,533.1,819.7,224,199,218
2022-02-27 11:00:00+00:00,198.6,491.1,668.5,833.1,189.6,200.6,201.6
2022-02-27 12:00:00+00:00,186.9,537.6,707.5,803.4,197.9,195.9,182.9
2022-02-27 13:00:00+00:00,213.4,469.3,645.7,790.4,227.4,216.4,194.4
2022-02-27 14:00:00+00:00,185.8,458.7,714.8,805.4,168.8,178.8,196.8
2022-02-27 15:00:00+00:00,199.3,511.3,644,780,194.3,193.3,196.3
2022-02-27 16:00:00+00:00,194.9,555.9,800,839.2,191.9,200.9,195.9
2022-02-27 17:00:00+00:00,204.9,441.5,621.7,858.8,205.9,195.9,194.9
2022-02-27 18:00:00+00:00,207.6,492.5,535.4,823.2,221.6,214.6,222.6
2022-02-27 19:00:00+00:00,192.3,105.9,609.1,856.7,208.3,203.3,191.3
2022-02-27 20:00:00+00:00,184.4,118.8,727.1,845.1,183.4,170.4,187.4
2022-02-27 21:00:00+00:00,196.6,117.4,691.7,789.3,208.6,179.6,209.6
2022-02-27 22:00:00+00:00,185.2,52.4,752.6,833.4,170.2,203.2,182.2
2022-02-27 23:00:00+00:00,212.2,95.1,442.8,748.7,204.2,206.2,215.2
2022-02-28 00:00:00+00:00,193.4,78,462,807.4,184.4,177.4,182.4
2022-02-28 01:00:00+00:00,188.4,102.9,403.3,752.7,196.4,177.4,194.4
2022-02-28 02:00:00+00:00,193.9,91.6,393.4,795.6,179.9,182.9,203.9
2022-02-28 03:00:00+00:00,178.6,111.8,431.6,742.4,181.6,165.6,166.6
2022-02-28 04:00:00+00:00,182.4,99.6,393.4,843.8,165.4,191.4,165.4
2022-02-28 05:00:00+00:00,204.2,62.1,397.5,784.2,189.2,203.2,214.2
2022-02-28 06:00:00+00:00,185.6,80.7,758.9,836.3,195.6,196.6,187.6
2022-02-28 07:00:00+00:00,181.7,100.1,695.5,797,165.7,167.7,193.7
2022-02-28 08:00:00+00:00,197.6,491.6,628.6,726.2,210.6,183.6,189.6
2022-02-28 09:00:00+00:00,204.1,514.2,714.1,780.6,207.1,193.1,224.1
2022-02-28 10:00:00+00:00,199.4,494.9,695.7,778.8,190.4,190.4,181.4
2022-02-28 11:00:00+00:00,202.2,376.2,693.4,799.4,215.2,182.2,201.2
2022-02-28 12:00:00+00:00,184.7,525.1,685.4,860.3,172.7,193.7,195.7
2022-02-28 13:00:00+00:00,178.1,576,556.3,866.9,186.1,176.1,191.1
2022-02-28 14:00:00+00:00,207.3,505.8,788.3,790.8,221.3,212.3,209.3
2022-02-28 15:00:00+00:00,189.1,448.4,696.5,749.6,174.1,179.1,208.1
2022-02-28 16:00:00+00:00,189.9,474.3,601,770.2,170.9,193.9,204.9
2022-02-28 17:00:00+00:00,205.7,588.5,733.7,819.2,191.7,196.7,216.7
2022-02-28 18:00:00+00:00,198,545.5,640.1,795.7,209,216,215
2022-02-28 19:00:00+00:00,197,85.6,739.3,737,199,179,200
2022-02-28 20:00:00+00:00,214.1,101.4,761.7,779.9,210.1,231.1,230.1
2022-02-28 21:00:00+00:00,186,92.4,771.4,852.5,198,198,198
2022-02-28 22:00:00+00:00,201.8,103.4,688.7,811.7,216.8,218.8,219.8
2022-02-28 23:00:00+00:00,193.1,117.6,481.3,801.9,174.1,192.1,204.1
2022-03-01 00:00:00+00:00,195.2,116.8,400.7,784.4,186.2,200.2,197.2
2022-03-01 01:00:00+00:00,207.8,125.8,391.7,781.6,212.8,205.8,207.8
2022-03-01 02:00:00+00:00,197.6,116.8,331.5,821.8,183.6,201.6,217.6
2022-03-01 03:00:00+00:00,198,104.8,381.8,805.7,203,197,214
2022-03-01 04:00:00+00:00,203.3,91.3,364.2,830.8,200.3,199.3,209.3
2022-03-01 05:00:00+00:00,189,92.2,401.4,821.9,187,181,200
2022-03-01 06:00:00+00:00,184.2,82.4,692.4,800.8,195.2,183.2,170.2
2022-03-01 07:00:00+00:00,182.2,100.1,669.6,815.4,187.2,188.2,178.2
2022-03-01 08:00:00+00:00,173,600,620.1,776.3,178,179,155
2022-03-01 09:00:00+00:00,213.2,436.1,758.1,798.1,228.2,205.2,194.2
2022-03-01 10:00:00+00:00,181.7,445.8,800,853.6,161.7,162.7,201.7
2022-03-01 11:00:00+00:00,190.5,511.7,767.4,800.4,207.5,197.5,173.5
2022-03-01 12:00:00+00:00,190,600,649.6,791.3,206,176,186
2022-03-01 13:00:00+00:00,195.8,458.2,696.5,808.4,177.8,205.8,176.8
2022-03-01 14:00:00+00:00,200.9,486.7,800,753.4,196.9,193.9,182.9
2022-03-01 15:00:00+00:00,201.4,553.9,617.8,808.8,194.4,183.4,202.4
2022-03-01 16:00:00+00:00,187,499.1,754.8,867.8,199,176,175
2022-03-01 17:00:00+00:00,191.2,483.3,598.6,767.7,172.2,181.2,202.2
2022-03-01 18:00:00+00:00,195.7,528.3,800,810.7,181.7,212.7,185.7
2022-03-01 19:00:00+00:00,190.4,105.2,669.9,799.1,182.4,207.4,182.4
2022-03-01 20:00:00+00:00,209,91.7,800,798,200,209,198
2022-03-01 21:00:00+00:00,197.8,122.5,800,797.3,183.8,213.8,202.8
2022-03-01 22:00:00+00:00,200.3,80.5,692.5,828.6,203.3,191.3,209.3
2022-03-01 23:00:00+00:00,199.6,96.3,434.4,756.1,207.6,180.6,192.6
2022-03-02 00:00:00+00:00,204.7,71.9,379.2,827.5,193.7,212.7,185.7
2022-03-02 01:00:00+00:00,194.8,93.1,419,802.8,193.8,196.8,214.8
2022-03-02 02:00:00+00:00,180,66.4,452.4,729.5,166,176,177
2022-03-02 03:00:00+00:00,197,114.9,422.7,815.2,193,194,187
2022-03-02 04:00:00+00:00,186.5,115.3,387.4,804.6,194.5,196.5,204.5
2022-03-02 05:00:00+00:00,187.8,115.7,414.8,765.1,199.8,188.8,187.8
2022-03-02 06:00:00+00:00,198.9,100.6,738.6,806.4,218.9,203.9,217.9
2022-03-02 07:00:00+00:00,205.5,82.4,769.4,747.3,199.5,190.5,197.5
2022-03-02 08:00:00+00:00,193.3,465.6,751.8,772.6,201.3,197.3,205.3
2022-03-02 09:00:00+00:00,196.2,484.5,724,801.5,202.2,180.2,188.2
2022-03-02 10:00:00+00:00,210.2,520.1,640.3,732.6,211.2,202.2,199.2
2022-03-02 11:00:00+00:00,195.6,533.5,714.4,753.9,206.6,207.6,203.6
2022-03-02 12:00:00+00:00,219.2,494.4,755.5,759.9,199.2,224.2,231.2
2022-03-02 13:00:00+00:00,198.9,404.3,659,803.2,196.9,208.9,188.9
2022-03-02 14:00:00+00:00,175.6,451.7,708.3,817.7,183.6,168.6,182.6
2022-03-02 15:00:00+00:00,200.8,544.8,689.8,764.3,184.8,186.8,215.8
2022-03-02 16:00:00+00:00,197.1,363,800,762,201.1,177.1,195.1
2022-03-02 17:00:00+00:00,206.2,559.4,759.6,805.5,214.2,189.2,197.2
2022-03-02 18:00:00+00:00,200,526.1,742.6,804.4,186,184,199
2022-03-02 19:00:00+00:00,191.9,110.4,579.8,772,177.9,207.9,188.9
2022-03-02 20:00:00+00:00,181.1,99.2,712.1,873.1,200.1,185.1,187.1
2022-03-02 21:00:00+00:00,191.2,80.1,689.1,807.4,205.2,173.2,185.2
2022-03-02 22:00:00+00:00,184.9,85.5,688.5,793.2,171.9,181.9,174.9
2022-03-02 23:00:00+00:00,187.6,105.8,317.1,784.6,172.6,181.6,167.6
2022-03-03 00:00:00+00:00,199.3,71.5,423,840.4,217.3,199.3,203.3
2022-03-03 01:00:00+00:00,210.1,102.6,417.1,821.8,199.1,204.1,207.1
2022-03-03 02:00:00+00:00,197.4,110.8,457.5,730.5,190.4,199.4,213.4
2022-03-03 03:00:00+00:00,181.5,119.7,419.1,772.2,194.5,168.5,196.5
2022-03-03 04:00:00+00:00,197.9,72,387.8,782.1,202.9,208.9,190.9
2022-03-03 05:00:00+00:00,205.4,126.3,391.7,799.5,220.4,196.4,211.4
2022-03-03 06:00:00+00:00,187.4,133.9,679.2,825.1,207.4,183.4,168.4
2022-03-03 07:00:00+00:00,192.2,108.2,691,757.2,182.2,203.2,187.2
2022-03-03 08:00:00+00:00,193.7,444.8,691.9,796.8,174.7,198.7,188.7
2022-03-03 09:00:00+00:00,185.7,425.5,605.8,868,174.7,197.7,199.7
2022-03-03 10:00:00+00:00,200.1,507.3,740,801.2,211.1,188.1,180.1
2022-03-03 11:00:00+00:00,192.4,558.1,654.3,772.2,200.4,191.4,211.4
2022-03-03 12:00:00+00:00,197.8,490.8,697.9,746.6,191.8,189.8,213.8
2022-03-03 13:00:00+00:00,184.7,424.7,731.1,780.5,185.7,185.7,183.7
2022-03-03 14:00:00+00:00,189.3,542,800,756.9,197.3,197.3,191.3
2022-03-03 15:00:00+00:00,200.9,584.3,607.8,784.2,206.9,189.9,202.9
2022-03-03 16:00:00+00:00,189.9,467.7,760.5,821.7,198.9,199.9,187.9
2022-03-03 17:00:00+00:00,211,476.1,760.8,801.5,198,202,192
2022-03-03 18:00:00+00:00,189.7,525.8,655.3,780.8,199.7,172.7,171.7
2022-03-03 19:00:00+00:00,196,138.3,742,728.4,190,197,193
2022-03-03 20:00:00+00:00,203.1,129.3,800,833.3,211.1,195.1,214.1
2022-03-03 21:00:00+00:00,179.6,111.1,646.5,785.9,179.6,196.6,177.6
2022-03-03 22:00:00+00:00,176.2,126.5,716.9,804.3,176.2,170.2,174.2
2022-03-03 23:00:00+00:00,178.5,116,448,763.5,176.5,171.5,164.5
2022-03-04 00:00:00+00:00,206.4,103.6,450.3,783.6,194.4,223.4,190.4
2022-03-04 01:00:00+00:00,188.3,69.9,442.6,776.8,168.3,208.3,199.3
2022-03-04 02:00:00+00:00,219.4,94.8,366.3,746.6,199.4,213.4,239.4
2022-03-04 03:00:00+00:00,188.2,93.3,341,763.7,196.2,198.2,207.2
2022-03-04 04:00:00+00:00,195.7,77.3,315.4,799.4,179.7,182.7,192.7
2022-03-04 05:00:00+00:00,209.3,70.3,367.2,811.9,228.3,208.3,219.3
2022-03-04 06:00:00+00:00,214,109.9,666.7,772.6,207,200,211
2022-03-04 07:00:00+00:00,214.6,106.5,613.9,751.9,196.6,215.6,217.6
2022-03-04 08:00:00+00:00,206,486.9,664.4,785.7,213,188,204
2022-03-04 09:00:00+00:00,204.2,478.2,718.9,831.2,218.2,205.2,198.2
2022-03-04 10:00:00+00:00,199.9,498.4,730.5,762.4,181.9,210.9,215.9
2022-03-04 11:00:00+00:00,201.8,502,611.2,800.5,191.8,219.8,211.8
2022-03-04 12:00:00+00:00,188.5,544.7,634.4,773.6,190.5,198.5,199.5
2022-03-04 13:00:00+00:00,185.9,529.6,750.7,845.1,173.9,185.9,165.9
2022-03-04 14:00:00+00:00,194,492.2,735.6,779.7,181,195,183
2022-03-04 15:00:00+00:00,192.4,538.2,762.1,826.5,205.4,178.4,181.4
2022-03-04 16:00:00+00:00,189.6,520,795.7,840.6,174.6,202.6,209.6
2022-03-04 17:00:00+00:00,201.1,478.7,737.7,861.7,193.1,208.1,196.1
2022-03-04 18:00:00+00:00,203.7,493.8,671,745.9,195.7,194.7,216.7
2022-03-04 19:00:00+00:00,195,101.6,708,744.1,204,201,187
2022-03-04 20:00:00+00:00,208.9,106.9,800,846.6,188.9,191.9,224.9
2022-03-04 21:00:00+00:00,182.8,143.8,800,840.1,197.8,188.8,175.8
2022-03-04 22:00:00+00:00,192.3,151.2,732.4,775.3,211.3,177.3,201.3
2022-03-04 23:00:00+00:00,187,87.2,367,700,185,203,177
2022-03-05 00:00:00+00:00,175.6,53.6,448.2,803.2,178.6,169.6,167.6
2022-03-05 01:00:00+00:00,193.4,111.9,388.9,739.3,212.4,173.4,202.4
2022-03-05 02:00:00+00:00,193,103.7,394.8,766.9,173,177,209
2022-03-05 03:00:00+00:00,209.4,121.2,407.1,807.2,202.4,195.4,205.4
2022-03-05 04:00:00+00:00,200.6,105.7,381,812.6,204.6,188.6,210.6
2022-03-05 05:00:00+00:00,184.1,101.2,378.3,863.3,201.1,182.1,202.1
2022-03-05 06:00:00+00:00,212.9,122.6,593.6,785.1,232.9,204.9,209.9
2022-03-05 07:00:00+00:00,206.5,125.4,751.3,760.9,210.5,206.5,199.5
2022-03-05 08:00:00+00:00,200.2,496.9,714.9,836.7,214.2,200.2,218.2
2022-03-05 09:00:00+00:00,192.1,552.1,648.4,815.1,180.1,175.1,207.1
2022-03-05 10:00:00+00:00,184.8,511.7,620.9,785.5,192.8,165.8,165.8
2022-03-05 11:00:00+00:00,190.7,506.1,746.3,801.3,198.7,203.7,182.7
2022-03-05 12:00:00+00:00,205.3,515.7,587.9,784.9,190.3,194.3,215.3
2022-03-05 13:00:00+00:00,213.3,495.3,721,827.7,226.3,219.3,224.3
2022-03-05 14:00:00+00:00,209.9,500.5,759,867.5,205.9,202.9,194.9
2022-03-05 15:00:00+00:00,189.6,470.7,738.5,771,179.6,199.6,197.6
2022-03-05 16:00:00+00:00,183.3,462.4,672.6,816.8,174.3,188.3,165.3
2022-03-05 17:00:00+00:00,195.9,450.1,612.5,738.8,203.9,196.9,195.9
2022-03-05 18:00:00+00:00,176.8,430.4,741.1,757.1,163.8,172.8,192.8
2022-03-05 19:00:00+00:00,197.8,98.5,784,822.5,201.8,193.8,203.8
2022-03-05 20:00:00+00:00,193.1,110.3,659.9,797.2,195.1,193.1,189.1
2022-03-05 21:00:00+00:00,189.9,107.8,735.5,755.6,209.9,192.9,176.9
2022-03-05 22:00:00+00:00,178.6,141,800,800.4,186.6,162.6,187.6
2022-03-05 23:00:00+00:00,199.7,90.8,356.4,835.2,191.7,202.7,184.7
2022-03-06 00:00:00+00:00,189.3,107.7,428.8,742.1,189.3,183.3,207.3
2022-03-06 01:00:00+00:00,182.9,147.1,370.2,869.9,195.9,187.9,185.9
2022-03-06 02:00:00+00:00,165.9,88.3,334.3,822.9,154.9,184.9,170.9
2022-03-06 03:00:00+00:00,194.4,102.9,379.6,823.7,202.4,198.4,177.4
2022-03-06 04:00:00+00:00,212.4,81.1,504.7,799.9,229.4,202.4,193.4
2022-03-06 05:00:00+00:00,211.3,101.6,395.2,869.9,191.3,194.3,225.3
2022-03-06 06:00:00+00:00,190.1,84.4,677.8,838.5,207.1,189.1,176.1
2022-03-06 07:00:00+00:00,188.7,120.9,656.1,785.3,203.7,171.7,194.7
2022-03-06 08:00:00+00:00,199.4,436.3,666.9,830.3,218.4,193.4,203.4
2022-03-06 09:00:00+00:00,184.8,500.7,798.2,770.7,184.8,169.8,165.8
2022-03-06 10:00:00+00:00,197.8,519.3,800,788.8,182.8,187.8,194.8
2022-03-06 11:00:00+00:00,202.5,492.3,800,858.7,201.5,219.5,196.5
2022-03-06 12:00:00+00:00,207.1,535.7,776.3,815.5,201.1,215.1,204.1
2022-03-06 13:00:00+00:00,193.8,505,732.6,826.5,179.8,180.8,184.8
2022-03-06 14:00:00+00:00,192.8,473.9,599.7,846.8,198.8,209.8,181.8
2022-03-06 15:00:00+00:00,186.1,471.7,686.9,821.9,196.1,172.1,204.1
2022-03-06 16:00:00+00:00,186.6,540.5,800,767.6,204.6,203.6,198.6
2022-03-06 17:00:00+00:00,192.6,467.3,669.5,866.5,190.6,203.6,193.6
2022-03-06 18:00:00+00:00,198.6,545.8,800,820.6,179.6,189.6,179.6
2022-03-06 19:00:00+00:00,204.1,124.6,703.9,823.5,204.1,198.1,188.1
2022-03-06 20:00:00+00:00,186.9,122.5,512.5,802.2,184.9,187.9,200.9
2022-03-06 21:00:00+00:00,209.9,91.4,744.8,844.4,214.9,217.9,195.9
2022-03-06 22:00:00+00:00,192.3,74.3,788.6,876.6,198.3,202.3,197.3
2022-03-06 23:00:00+00:00,194.8,91.4,475,785,210.8,201.8,181.8
2022-03-07 00:00:00+00:00,187.5,90.6,421.7,842.6,195.5,206.5,200.5
2022-03-07 01:00:00+00:00,170.8,108.9,384.1,801.4,175.8,157.8,163.8
2022-03-07 02:00:00+00:00,203.9,97.9,421.2,720.1,196.9,202.9,192.9
2022-03-07 03:00:00+00:00,202.4,84.9,370.3,743.8,218.4,213.4,212.4
2022-03-07 04:00:00+00:00,192.2,122.1,462.6,817,211.2,174.2,184.2
