,shower,bath,medium,small,Total_m3,Energy_Wh
2019-04-11 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-11 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-11 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-11 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-11 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-11 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-11 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-11 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-11 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 07:00:00,0.0,0.0,0.0,0.5151888396647601,0.5151888396647601,29952.506706065084
2019-04-12 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 09:00:00,0.0,0.0,2.8771613695345835,0.0,2.8771613695345835,167274.96517877452
2019-04-12 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 12:00:00,0.0,12.872053463416535,0.0,0.0,12.872053463416535,748366.8860814113
2019-04-12 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 14:00:00,0.0,0.0,0.0,1.9227559527011138,1.9227559527011138,111786.89469453976
2019-04-12 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 16:00:00,0.0,0.0,0.0,8.849653537048093e-05,8.849653537048093e-05,5.145090236956015
2019-04-12 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 20:00:00,4.598952481382028,0.0,0.0,0.0,4.598952481382028,267377.98732034955
2019-04-12 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 11:00:00,0.0,0.0,3.1667237382799707,0.0,3.1667237382799707,184109.7995616661
2019-04-13 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 13:00:00,0.0,0.0,0.0,8.834401483508088e-05,8.834401483508088e-05,5.136222862495119
2019-04-13 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 14:00:00,0.0,0.0,6.389495893578178,8.834401483508088e-05,6.389584237593013,371483.328035616
2019-04-13 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 18:00:00,0.0,0.0,3.0343129070922026,0.0,3.0343129070922026,176411.58095955502
2019-04-13 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 20:00:00,0.0,0.0,0.0,0.4203671977213796,0.4203671977213796,24439.681800856873
2019-04-13 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 21:00:00,0.0,0.0,6.671408955129517,0.0,6.671408955129517,387868.3039746134
2019-04-13 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 04:00:00,0.0,0.0,0.0,0.008575408419748179,0.008575408419748179,498.5647172925816
2019-04-14 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 07:00:00,0.0,0.0,0.0,1.127041075392897,1.127041075392897,65524.915855481486
2019-04-14 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 09:00:00,0.0,0.0,3.347839843541702,0.0,3.347839843541702,194639.68868146616
2019-04-14 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 11:00:00,0.0,0.0,7.721449609219258,0.0,7.721449609219258,448916.5008915529
2019-04-14 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 13:00:00,0.0,0.0,5.735850751657217,0.0,5.735850751657217,333475.9895338487
2019-04-14 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 16:00:00,0.0,10.46931352892085,0.0,0.0,10.46931352892085,608674.2560008705
2019-04-14 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 17:00:00,0.0,13.909125449164053,0.0,0.0,13.909125449164053,808661.0990305657
2019-04-14 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 19:00:00,0.0,8.85212143225957,0.0,0.0,8.85212143225957,514652.5043810912
2019-04-14 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 06:00:00,5.8177499774284325,0.0,0.0,0.0,5.8177499774284325,338237.5195210475
2019-04-15 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 08:00:00,0.0,0.0,0.0,2.7628404481516413,2.7628404481516413,160628.47383281626
2019-04-15 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 10:00:00,0.0,0.0,5.825103270689312,0.0,5.825103270689312,338665.0318209092
2019-04-15 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 13:00:00,0.0,0.0,4.487318844448441,0.0,4.487318844448441,260887.7317064052
2019-04-15 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 14:00:00,0.0,0.0,3.8229121454011903,0.0,3.8229121454011903,222259.8644534636
2019-04-15 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
